start_time,open_price,high_price,low_price,close_price,volume,turnover,category,symbol,interval,pivot,support,support_2,resistance,resistance_2,dtt
1726876800000,63201.84,63316.2,62807.68,62813.0,3872.74271,243935183.86086655,spot,BTCUSDT,D,62978.96,62641.72,62470.44,63150.24,63487.479999999996,2024-09-21 00:00:00+00:00
1726790400000,62950.21,64144.41,62338.46,63201.84,23545.225218,1488730530.7780888,spot,BTCUSDT,D,63228.236666666664,62312.063333333324,61422.28666666666,64118.01333333333,65034.18666666667,2024-09-20 00:00:00+00:00
1726704000000,61771.74,63856.57,61555.63,62950.21,31569.317675,1978996824.350128,spot,BTCUSDT,D,62787.47,61718.37,60486.53,64019.310000000005,65088.41,2024-09-19 00:00:00+00:00
1726617600000,60311.99,61797.43,59174.08,61771.74,28543.499462,1718007459.323655,spot,BTCUSDT,D,60914.416666666664,60031.40333333333,58291.066666666666,62654.75333333333,63537.76666666666,2024-09-18 00:00:00+00:00
1726531200000,58211.04,61345.51,57612.68,60311.99,27008.456074,1608103647.671787,spot,BTCUSDT,D,59756.72666666666,58167.94333333332,56023.89666666666,61900.77333333332,63489.556666666664,2024-09-17 00:00:00+00:00
1726444800000,59125.26,59212.21,57471.2,58211.04,19796.213432,1154190845.7427213,spot,BTCUSDT,D,58298.15,57384.090000000004,56557.14,59125.100000000006,60039.16,2024-09-16 00:00:00+00:00
1726358400000,59993.99,60402.87,58686.66,59125.26,12611.025092,755203245.5499699,spot,BTCUSDT,D,59404.93,58406.99,57688.72,60123.2,61121.14,2024-09-15 00:00:00+00:00
1726272000000,60486.46,60605.59,59381.96,59993.99,10879.880909,652816042.8940647,spot,BTCUSDT,D,59993.84666666666,59382.10333333332,58770.21666666666,60605.733333333315,61217.476666666655,2024-09-14 00:00:00+00:00
1726185600000,58134.02,60628.71,57627.44,60486.46,27348.341105,1605012877.9185715,spot,BTCUSDT,D,59580.869999999995,58533.02999999999,56579.6,61534.29999999999,62582.13999999999,2024-09-13 00:00:00+00:00
1726099200000,57334.15,58582.8,57318.13,58134.02,24532.880423,1423620394.1847703,spot,BTCUSDT,D,58011.649999999994,57440.499999999985,56746.97999999999,58705.16999999999,59276.32,2024-09-12 00:00:00+00:00
1726012800000,57643.48,57991.0,55555.0,57334.15,26867.906044,1526657444.2906027,spot,BTCUSDT,D,56960.049999999996,55929.09999999999,54524.049999999996,58365.09999999999,59396.049999999996,2024-09-11 00:00:00+00:00
1725926400000,57039.58,58052.21,56383.76,57643.48,25482.208587,1454347367.1833742,spot,BTCUSDT,D,57359.81666666667,56667.42333333335,55691.366666666676,58335.873333333344,59028.26666666667,2024-09-10 00:00:00+00:00
1725840000000,54877.92,58130.24,54591.47,57039.58,21486.315072,1198707759.0166748,spot,BTCUSDT,D,56587.09666666666,55043.95333333332,53048.32666666666,58582.72333333331,60125.866666666654,2024-09-09 00:00:00+00:00
1725753600000,54164.51,55324.49,53628.06,54877.92,14830.880938,806452959.4971524,spot,BTCUSDT,D,54610.156666666655,53895.82333333331,52913.726666666655,55592.25333333331,56306.586666666655,2024-09-08 00:00:00+00:00
1725667200000,53961.62,54851.34,53750.02,54164.51,22779.134421,1236286170.4098992,spot,BTCUSDT,D,54255.29,53659.240000000005,53153.97,54760.560000000005,55356.61,2024-09-07 00:00:00+00:00
1725580800000,56177.67,57018.51,52535.5,53961.62,33299.00433,1834936672.462319,spot,BTCUSDT,D,54505.21,51991.909999999996,50022.2,56474.92,58988.22,2024-09-06 00:00:00+00:00
1725494400000,57972.69,58333.08,55632.01,56177.67,28363.931568,1611468444.7278748,spot,BTCUSDT,D,56714.253333333334,55095.426666666666,54013.183333333334,57796.496666666666,59415.323333333334,2024-09-05 00:00:00+00:00
1725408000000,57481.78,58526.02,55566.05,57972.69,30443.293677,1736230098.1085956,spot,BTCUSDT,D,57354.920000000006,56183.820000000014,54394.95000000001,59143.79000000001,60314.89,2024-09-04 00:00:00+00:00
1725321600000,59142.75,59825.0,57401.01,57481.78,20902.434172,1222786403.5414088,spot,BTCUSDT,D,58235.93,56646.86,55811.94,59070.85,60659.92,2024-09-03 00:00:00+00:00
1725235200000,57293.29,59432.74,57124.21,59142.75,23098.25972,1345918463.2100213,spot,BTCUSDT,D,58566.56666666667,57700.39333333335,56258.036666666674,60008.92333333335,60875.09666666667,2024-09-02 00:00:00+00:00
1725148800000,58972.48,59080.67,57162.76,57293.29,16960.761333,986260588.484216,spot,BTCUSDT,D,57845.573333333334,56610.47666666667,55927.66333333334,58528.386666666665,59763.48333333333,2024-09-01 00:00:00+00:00
1725062400000,59130.23,59463.0,58736.42,58972.48,7176.997611,423843907.3018988,spot,BTCUSDT,D,59057.299999999996,58651.59999999999,58330.719999999994,59378.17999999999,59783.88,2024-08-31 00:00:00+00:00
1724976000000,59348.57,59944.16,57700.0,59130.23,19456.016647,1148561091.5127563,spot,BTCUSDT,D,58924.79666666667,57905.433333333334,56680.636666666665,60149.59333333334,61168.95666666667,2024-08-30 00:00:00+00:00
1724889600000,59044.69,61175.07,58703.08,59348.57,18827.563337,1124444231.8411388,spot,BTCUSDT,D,59742.24,58309.409999999996,57270.25,60781.399999999994,62214.229999999996,2024-08-29 00:00:00+00:00
1724803200000,59411.08,60257.77,57801.54,59044.69,23996.944745,1421443107.4475985,spot,BTCUSDT,D,59034.666666666664,57811.56333333333,56578.43666666667,60267.79333333333,61490.89666666666,2024-08-28 00:00:00+00:00
1724716800000,62834.75,63213.07,57955.58,59411.08,33807.337927,2088185599.163004,spot,BTCUSDT,D,60193.243333333325,57173.41666666665,54935.75333333333,62430.90666666665,65450.73333333332,2024-08-27 00:00:00+00:00
1724630400000,64218.1,64479.22,62796.41,62834.75,26594.582272,1692581453.861712,spot,BTCUSDT,D,63370.12666666667,62261.03333333334,61687.31666666667,63943.84333333334,65052.93666666667,2024-08-26 00:00:00+00:00
1724544000000,64153.5,65032.12,63780.0,64218.1,18111.952814,1162032842.1144884,spot,BTCUSDT,D,64343.40666666667,63654.693333333336,63091.28666666667,64906.81333333334,65595.52666666667,2024-08-25 00:00:00+00:00
1724457600000,64046.3,64500.0,63543.28,64153.5,19546.945175,1252154804.325052,spot,BTCUSDT,D,64065.59333333333,63631.18666666666,63108.87333333333,64587.90666666666,65022.31333333333,2024-08-24 00:00:00+00:00
1724371200000,60388.68,65000.0,60338.34,64046.3,26153.535146,1623983573.6915028,spot,BTCUSDT,D,63128.21333333334,61256.42666666668,58466.55333333334,65918.08666666668,67789.87333333335,2024-08-23 00:00:00+00:00
1724284800000,61152.67,61417.81,59700.0,60388.68,23357.894027,1417667501.4710453,spot,BTCUSDT,D,60502.16333333333,59586.51666666666,58784.35333333333,61304.32666666666,62219.97333333333,2024-08-22 00:00:00+00:00
