start_time,open_price,high_price,low_price,close_price,volume,turnover,category,symbol,interval,resistance,support
1725267600000,58048.88,58459.02,57894.86,58397.38,1681.45428,97725414.38628216,spot,BTCUSDT,60,59825.0,55566.05
1725264000000,57550.6,58312.79,57515.86,58048.88,1175.606365,68201155.1746381,spot,BTCUSDT,60,59825.0,55566.05
1725260400000,57686.96,57795.41,57354.43,57550.6,624.710422,35949497.61312096,spot,BTCUSDT,60,59825.0,55566.05
1725256800000,57780.33,57883.58,57672.35,57686.96,416.457547,24054051.03876159,spot,BTCUSDT,60,59825.0,55566.05
1725253200000,57461.4,57988.87,57444.91,57780.33,650.40385,37526527.30109788,spot,BTCUSDT,60,59825.0,55566.05
1725249600000,57744.97,57776.93,57452.32,57461.4,678.027193,39055668.65168603,spot,BTCUSDT,60,59825.0,55566.05
1725246000000,57499.91,57772.22,57493.47,57744.97,817.883954,47141578.99068125,spot,BTCUSDT,60,59825.0,55566.05
1725242400000,57419.09,57715.68,57284.18,57499.91,860.239152,49460403.80306519,spot,BTCUSDT,60,59825.0,55566.05
1725238800000,57470.83,57575.17,57233.44,57419.09,843.591206,48415885.42325355,spot,BTCUSDT,60,59825.0,57100.0
1725235200000,57293.29,57649.0,57124.21,57470.83,1029.232449,59078884.14229439,spot,BTCUSDT,60,59825.0,57124.21
1725231600000,57301.83,57597.05,57200.0,57293.29,784.012174,44970612.29419215,spot,BTCUSDT,60,59825.0,57124.21
1725228000000,58349.09,58422.97,57213.15,57301.83,1315.840939,75798839.71762484,spot,BTCUSDT,60,59825.0,57124.21
1725224400000,58426.05,58436.89,58091.44,58349.09,200.801427,11701129.80924148,spot,BTCUSDT,60,59825.0,57124.21
1725220800000,58513.88,58663.87,58376.6,58426.05,313.962003,18376739.91636727,spot,BTCUSDT,60,59825.0,57124.21
1725217200000,58543.78,58777.88,58293.06,58513.88,501.071544,29316941.18379263,spot,BTCUSDT,60,59825.0,57124.21
1725213600000,58119.07,58791.69,58114.43,58543.78,780.023683,45583310.95374277,spot,BTCUSDT,60,59825.0,57124.21
1725210000000,58132.41,58206.06,57872.03,58119.07,581.40558,33740247.9996308,spot,BTCUSDT,60,59825.0,57124.21
1725206400000,58219.4,58356.67,58088.07,58132.41,621.468582,36169823.59556143,spot,BTCUSDT,60,59825.0,57124.21
1725202800000,57873.72,58370.23,57746.28,58219.4,807.724251,46901551.66261305,spot,BTCUSDT,60,59825.0,57124.21
1725199200000,58168.36,58179.95,57162.76,57873.72,1509.43684,87179799.02221632,spot,BTCUSDT,60,59825.0,57124.21
1725195600000,58018.02,58213.84,57707.94,58168.36,884.321142,51276393.87442591,spot,BTCUSDT,60,59825.0,57124.21
1725192000000,58239.11,58316.26,57911.2,58018.02,564.09625,32777353.31187851,spot,BTCUSDT,60,59825.0,57124.21
1725188400000,57935.43,58242.01,57840.01,58239.11,514.840813,29873071.65812747,spot,BTCUSDT,60,59825.0,57124.21
1725184800000,58205.0,58227.5,57896.92,57935.43,688.138583,39931122.99205293,spot,BTCUSDT,60,59825.0,57124.21
1725181200000,58244.93,58405.5,58150.01,58205.0,558.399776,32539030.47342862,spot,BTCUSDT,60,59825.0,57124.21
1725177600000,58486.2,58513.1,58201.4,58244.93,492.750693,28740652.55081859,spot,BTCUSDT,60,59825.0,57124.21
1725174000000,58197.94,58503.07,58130.12,58486.2,803.564506,46830637.61504889,spot,BTCUSDT,60,59825.0,57124.21
1725170400000,57990.29,58303.88,57952.6,58197.94,662.237077,38514205.67250275,spot,BTCUSDT,60,59825.0,57124.21
1725166800000,58440.95,58471.89,57766.92,57990.29,1244.488976,72291582.34180184,spot,BTCUSDT,60,59825.0,57124.21
1725163200000,58532.57,58606.32,58362.62,58440.95,523.211722,30601690.08535658,spot,BTCUSDT,60,59825.0,57124.21
1725159600000,58544.37,58676.19,58405.11,58532.57,558.784013,32725557.51908845,spot,BTCUSDT,60,59825.0,57124.21
1725156000000,58830.78,58874.48,58272.43,58544.37,1100.334691,64441477.28563098,spot,BTCUSDT,60,59432.74,57124.21
1725152400000,58937.19,58961.49,58828.6,58830.78,526.494885,31008971.72756713,spot,BTCUSDT,60,59432.74,57124.21
1725148800000,58972.48,59080.67,58900.39,58937.19,423.351183,24969845.22150478,spot,BTCUSDT,60,59432.74,57124.21
1725145200000,59025.52,59063.89,58930.28,58972.48,290.157184,17110560.3236712,spot,BTCUSDT,60,59368.76,57124.21
1725141600000,59055.91,59132.78,59000.44,59025.52,334.473249,19752216.12817065,spot,BTCUSDT,60,59280.3,57124.21
1725138000000,58952.05,59139.34,58915.98,59055.91,248.775391,14678443.00406011,spot,BTCUSDT,60,59267.17,57124.21
1725134400000,58859.42,58975.67,58789.0,58952.05,348.125088,20496137.97039376,spot,BTCUSDT,60,59139.34,57124.21
